date,price,address,street,locality,settlement,postcode,postcode_district,category,property_type,new_build,tenure,district,settlement_zone,in_search_geography,residential_comparable,exclusion_reason,txn_id,url
2023-06-02,880000,"10, WILFORD LANE, WEST BRIDGFORD, NOTTINGHAM, NG2 7QX",WILFORD LANE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7QX,NG2,B,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value,FFA361DB-8AA5-8A03-E053-4804A8C01F61,http://landregistry.data.gov.uk/data/ppi/transaction/FFA361DB-8AA5-8A03-E053-4804A8C01F61/current
2023-06-20,550000,"72, DAVIES ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5JA",DAVIES ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5JA,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,01EB45F0-0B57-40F3-E063-4704A8C05FDE,http://landregistry.data.gov.uk/data/ppi/transaction/01EB45F0-0B57-40F3-E063-4704A8C05FDE/current
2023-06-23,625000,"4, ACORN BANK, WEST BRIDGFORD, NOTTINGHAM, NG2 7SH",ACORN BANK,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7SH,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,01EB45F0-0BB8-40F3-E063-4704A8C05FDE,http://landregistry.data.gov.uk/data/ppi/transaction/01EB45F0-0BB8-40F3-E063-4704A8C05FDE/current
2023-06-23,580000,"14, MULBERRY CLOSE, WEST BRIDGFORD, NOTTINGHAM, NG2 7SS",MULBERRY CLOSE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7SS,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,12A8BAB6-7B90-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-7B90-2125-E063-4804A8C08CC1/current
2023-06-26,1160000,"59, TREVOR ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6FT",TREVOR ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6FT,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-E241-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-E241-9A24-E063-4804A8C048EA/current
2023-06-29,850000,"26, PARKCROFT ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6FN",PARKCROFT ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6FN,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-E0F1-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-E0F1-9A24-E063-4804A8C048EA/current
2023-06-29,585000,"39, ELLESMERE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7DE",ELLESMERE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7DE,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,01EB45F0-0B4B-40F3-E063-4704A8C05FDE,http://landregistry.data.gov.uk/data/ppi/transaction/01EB45F0-0B4B-40F3-E063-4704A8C05FDE/current
2023-06-30,640000,"73, WILFORD LANE, WEST BRIDGFORD, NOTTINGHAM, NG2 7RN",WILFORD LANE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7RN,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,152AB734-0C3E-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-0C3E-E651-E063-4704A8C061D9/current
2023-07-04,550000,"FRIARY UNITED REFORMED CHURCH, MUSTERS ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7PQ",MUSTERS ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7PQ,NG2,B,Other,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value; non_residential_type_O,2D4D7609-E885-BDF9-E063-4804A8C0672F,http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-E885-BDF9-E063-4804A8C0672F/current
2023-07-11,627500,"108, DAVIES ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5HY",DAVIES ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5HY,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,01EB45F0-0B04-40F3-E063-4704A8C05FDE,http://landregistry.data.gov.uk/data/ppi/transaction/01EB45F0-0B04-40F3-E063-4704A8C05FDE/current
2023-07-14,575000,"52, BOUNDARY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7DB",BOUNDARY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7DB,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,06C9F487-A3C9-9388-E063-4804A8C0BD98,http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-A3C9-9388-E063-4804A8C0BD98/current
2023-07-14,605000,"123, REPTON ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7EN",REPTON ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7EN,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-E16D-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-E16D-9A24-E063-4804A8C048EA/current
2023-07-21,550000,"127, DAVIES ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5HZ",DAVIES ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5HZ,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-DFEF-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-DFEF-9A24-E063-4804A8C048EA/current
2023-07-21,700000,"12, DUNSTER ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6JF",DUNSTER ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6JF,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-E199-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-E199-9A24-E063-4804A8C048EA/current
2023-07-24,552000,"13, GEORGE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7PT",GEORGE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7PT,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0E082197-1F13-5C09-E063-4704A8C0A10E,http://landregistry.data.gov.uk/data/ppi/transaction/0E082197-1F13-5C09-E063-4704A8C0A10E/current
2023-07-28,618000,"28A, HENRY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7NA",HENRY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7NA,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-DF7A-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-DF7A-9A24-E063-4804A8C048EA/current
2023-07-31,785000,"8, DEVONSHIRE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6EU",DEVONSHIRE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6EU,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,045A1898-E008-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-E008-9A24-E063-4804A8C048EA/current
2023-08-03,1450000,"10, VALLEY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6HG",VALLEY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6HG,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,09266DDB-FA5C-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-FA5C-AF90-E063-4704A8C02087/current
2023-08-03,850000,"39, EPPERSTONE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7QF",EPPERSTONE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7QF,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,25E9DA81-39ED-555E-E063-4704A8C066F2,http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA81-39ED-555E-E063-4704A8C066F2/current
2023-08-09,725000,"APARTMENT 34, 32, WILFORD LANE, WEST BRIDGFORD, NOTTINGHAM, NG2 7ZZ",WILFORD LANE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7ZZ,NG2,A,Flat,yes,leasehold,RUSHCLIFFE,nottingham_urban,no,yes,,1775CCF7-76DD-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-76DD-38BA-E063-4704A8C05A7C/current
2023-08-11,700000,"APARTMENT 23, 32, WILFORD LANE, WEST BRIDGFORD, NOTTINGHAM, NG2 7ZZ",WILFORD LANE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7ZZ,NG2,B,Flat,yes,leasehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value,1A0C5C64-040B-7CBE-E063-4804A8C06C96,http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C64-040B-7CBE-E063-4804A8C06C96/current
2023-08-21,650000,"45, BURLEIGH ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6FQ",BURLEIGH ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6FQ,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,09266DDB-F9A5-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-F9A5-AF90-E063-4704A8C02087/current
2023-08-24,705000,"2, STAMFORD ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6GB",STAMFORD ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6GB,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,09266DDB-FB4C-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-FB4C-AF90-E063-4704A8C02087/current
2023-08-24,605000,"4, ROSEWOOD GARDENS, WEST BRIDGFORD, NOTTINGHAM, NG2 7HH",ROSEWOOD GARDENS,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7HH,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,06C9F487-A1A2-9388-E063-4804A8C0BD98,http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-A1A2-9388-E063-4804A8C0BD98/current
2023-08-25,725000,"46, HENRY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7NB",HENRY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7NB,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,06C9F487-A3AE-9388-E063-4804A8C0BD98,http://landregistry.data.gov.uk/data/ppi/transaction/06C9F487-A3AE-9388-E063-4804A8C0BD98/current
2023-08-29,600000,"65, DENTON DRIVE, WEST BRIDGFORD, NOTTINGHAM, NG2 7FS",DENTON DRIVE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7FS,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1C3E72FE-7904-F410-E063-4804A8C0DFA6,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-7904-F410-E063-4804A8C0DFA6/current
2023-08-30,675000,"4, LEIGH CLOSE, WEST BRIDGFORD, NOTTINGHAM, NG2 7TN",LEIGH CLOSE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7TN,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,09266DDB-FA12-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-FA12-AF90-E063-4704A8C02087/current
2023-08-31,750000,"53, SEYMOUR ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5EE",SEYMOUR ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5EE,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0B853950-476E-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-476E-69A5-E063-4704A8C07DAC/current
2023-09-05,745000,"87, LOUGHBOROUGH ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7JX",LOUGHBOROUGH ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7JX,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0B853950-422C-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-422C-69A5-E063-4704A8C07DAC/current
2023-09-08,690000,"235, LOUGHBOROUGH ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7EG",LOUGHBOROUGH ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7EG,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1775CCF7-71FA-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-71FA-38BA-E063-4704A8C05A7C/current
2023-09-08,565000,"APARTMENT 13, 32, WILFORD LANE, WEST BRIDGFORD, NOTTINGHAM, NG2 7ZZ",WILFORD LANE,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7ZZ,NG2,B,Flat,yes,leasehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value,1A0C5C64-040F-7CBE-E063-4804A8C06C96,http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C64-040F-7CBE-E063-4804A8C06C96/current
2023-09-14,625000,"4, WELLINGTON CRESCENT, WEST BRIDGFORD, NOTTINGHAM, NG2 6BB",WELLINGTON CRESCENT,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6BB,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0B853950-43EF-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-43EF-69A5-E063-4704A8C07DAC/current
2023-09-14,750000,"252, MUSTERS ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7DR",MUSTERS ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7DR,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0B853950-44BA-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-44BA-69A5-E063-4704A8C07DAC/current
2023-09-15,855000,"1, STANHOME COURT, WEST BRIDGFORD, NOTTINGHAM, NG2 7HD",STANHOME COURT,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7HD,NG2,B,Other,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value; non_residential_type_O,12A8BAB7-04F7-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB7-04F7-2125-E063-4804A8C08CC1/current
2023-09-20,573685,"FRIARY UNITED REFORMED CHURCH, MUSTERS ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7PQ",MUSTERS ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7PQ,NG2,B,Other,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value; non_residential_type_O,2D4D7609-E886-BDF9-E063-4804A8C0672F,http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-E886-BDF9-E063-4804A8C0672F/current
2023-09-29,590000,"64, TRENT BOULEVARD, WEST BRIDGFORD, NOTTINGHAM, NG2 5BD",TRENT BOULEVARD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5BD,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0B853950-41B5-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-41B5-69A5-E063-4704A8C07DAC/current
2023-10-13,895000,"73, RODNEY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6JH",RODNEY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6JH,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1061746E-4A05-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4A05-3C34-E063-4804A8C0F9E7/current
2023-10-16,565000,"109, ELLA ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5GZ",ELLA ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5GZ,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,12A8BAB6-7C3E-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-7C3E-2125-E063-4804A8C08CC1/current
2023-10-16,750000,"181, MUSTERS ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7DQ",MUSTERS ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7DQ,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0E082197-1C50-5C09-E063-4704A8C0A10E,http://landregistry.data.gov.uk/data/ppi/transaction/0E082197-1C50-5C09-E063-4704A8C0A10E/current
2023-10-23,795000,"2, KINGSTON ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7AQ",KINGSTON ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7AQ,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,0E082197-1C9D-5C09-E063-4704A8C0A10E,http://landregistry.data.gov.uk/data/ppi/transaction/0E082197-1C9D-5C09-E063-4704A8C0A10E/current
2023-10-24,650000,"85, MELTON ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6EN",MELTON ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6EN,NG2,B,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value,0B853950-DBB0-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-DBB0-69A5-E063-4704A8C07DAC/current
2023-10-31,815000,"36, RADCLIFFE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5HH",RADCLIFFE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5HH,NG2,B,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value,0B853950-DB77-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-DB77-69A5-E063-4704A8C07DAC/current
2023-11-01,952000,"9, ABBEY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5HB",ABBEY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5HB,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1061746E-4E14-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4E14-3C34-E063-4804A8C0F9E7/current
2023-11-01,950000,"113, SELBY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7BB",SELBY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7BB,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1061746E-4E27-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4E27-3C34-E063-4804A8C0F9E7/current
2023-11-16,975000,"35, MUSTERS ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7PQ",MUSTERS ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7PQ,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,152AB734-0B25-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-0B25-E651-E063-4704A8C061D9/current
2023-11-17,737500,"59, STAMFORD ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6GG",STAMFORD ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6GG,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,12A8BAB6-7D81-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-7D81-2125-E063-4804A8C08CC1/current
2023-11-17,580000,"108, LOUGHBOROUGH ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7JH",LOUGHBOROUGH ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7JH,NG2,B,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,no,category_B_not_full_market_value,12A8BAB7-0536-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB7-0536-2125-E063-4804A8C08CC1/current
2023-11-20,650000,"125, HOLME ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5AG",HOLME ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5AG,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,152AB734-0A91-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-0A91-E651-E063-4704A8C061D9/current
2023-11-22,1151100,"30, LEAHURST ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6JG",LEAHURST ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6JG,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,12A8BAB6-7D50-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-7D50-2125-E063-4804A8C08CC1/current
2023-11-30,990000,"3, BOUNDARY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7BW",BOUNDARY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7BW,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,12A8BAB6-80AC-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-80AC-2125-E063-4804A8C08CC1/current
2023-11-30,580000,"122, REPTON ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7EL",REPTON ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7EL,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1775CCF7-72A3-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-72A3-38BA-E063-4704A8C05A7C/current
2023-12-05,1250000,"45, DOVEDALE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6JB",DOVEDALE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6JB,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1775CCF7-7458-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-7458-38BA-E063-4704A8C05A7C/current
2023-12-08,595000,"96, EDWARD ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5GB",EDWARD ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5GB,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1775CCF7-752E-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-752E-38BA-E063-4704A8C05A7C/current
2023-12-08,1150000,"34, PRIORY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5HU",PRIORY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5HU,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,237B17FE-4EC1-22AC-E063-4804A8C0EA3A,http://landregistry.data.gov.uk/data/ppi/transaction/237B17FE-4EC1-22AC-E063-4804A8C0EA3A/current
2023-12-08,1050000,"29, MOWBRAY GARDENS, WEST BRIDGFORD, NOTTINGHAM, NG2 6JN",MOWBRAY GARDENS,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6JN,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1061746E-4BED-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4BED-3C34-E063-4804A8C0F9E7/current
2023-12-12,595000,"24, FLORENCE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5HR",FLORENCE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5HR,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,152AB734-0BE1-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-0BE1-E651-E063-4704A8C061D9/current
2023-12-14,598500,"4, RUTLAND ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5DG",RUTLAND ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5DG,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,152AB734-0F41-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB734-0F41-E651-E063-4704A8C061D9/current
2023-12-18,570000,"65, ELLA ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 5GX",ELLA ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 5GX,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1061746E-49FF-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-49FF-3C34-E063-4804A8C0F9E7/current
2024-01-05,1030000,"13, STAMFORD ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 6GA",STAMFORD ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 6GA,NG2,A,Detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1C3E72FE-792F-F410-E063-4804A8C0DFA6,http://landregistry.data.gov.uk/data/ppi/transaction/1C3E72FE-792F-F410-E063-4804A8C0DFA6/current
2024-01-05,580000,"86, CHAWORTH ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7AD",CHAWORTH ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7AD,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1A0C5C63-8A8D-7CBE-E063-4804A8C06C96,http://landregistry.data.gov.uk/data/ppi/transaction/1A0C5C63-8A8D-7CBE-E063-4804A8C06C96/current
2024-01-05,600000,"3, HENRY ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7NA",HENRY ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7NA,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1061746E-4E68-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-4E68-3C34-E063-4804A8C0F9E7/current
2024-01-09,740000,"5, GEORGE ROAD, WEST BRIDGFORD, NOTTINGHAM, NG2 7PT",GEORGE ROAD,WEST BRIDGFORD,WEST BRIDGFORD,NG2 7PT,NG2,A,Semi-detached,no,freehold,RUSHCLIFFE,nottingham_urban,no,yes,,1775CCF7-73BB-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-73BB-38BA-E063-4704A8C05A7C/current
